Ref. no.,MedConTaCCt_ref,no_of_artifacts,Archaeological excavation,Interpretation of the context,Site,GEO1: town/city/site,GEOCoordinates1,GEOCoordinates2,GEO2_province_region,GEO3_Country,Mining_District,Mine/outcrop,OutcropCoordinates1,OutcropCoordinates2,Main ore,Material,Type_of_object,Typology,Stamps/seals/marks,Period,Chron_production_1,Chron_production_2,Chron_arch_context_1,Chron_arch_context_2,XRF,XRD,RX-EDS,ID-TIMS,TIMS,ICP-MS,LA-ICP-MS,MC-ICP-MS,206Pb/204Pb,SD/ERROR,207Pb/204Pb,SD/ERROR1,208Pb/204Pb,SD/ERROR2,207Pb/206Pb,SD/ERROR3,208Pb/206Pb,SD/ERROR4,tmod,mu12,kappa12,Lab. Analysis,Reference archaeometric publication,Observations
TDB/14,LEAD00764,1,Torre Dona Blanca,,Torre Dona Blanca mine,Torre Dona Blanca,36.52859,-6.28822,Cadiz,Spain,,,,,,Litharge,Archaeological litharge,,,,,,,,,,,,,,,,18.14676,,15.57725,,37.9243,,0.8584,,2.08987,,312,8.97,0.83,,"OXALID, Hunt-Ortiz, 2003: 1188",
TDB/15,LEAD00765,1,Torre Dona Blanca,,Torre Dona Blanca mine,Torre Dona Blanca,36.52859,-6.28822,Cadiz,Spain,,,,,,Litharge,Archaeological litharge,,,,,,,,,,,,,,,,18.07853,,15.49475,,37.85048,,0.85708,,2.09367,,202,8.86,0.82,,"OXALID, Hunt-Ortiz, 2003: 1188",
TDB/16,LEAD00766,1,Torre Dona Blanca,,Torre Dona Blanca mine,Torre Dona Blanca,36.52859,-6.28822,Cadiz,Spain,,,,,,Litharge,Archaeological litharge,,,,,,,,,,,,,,,,18.1562,,15.60508,,38.11197,,0.85949,,2.09912,,359,8.99,0.84,,"OXALID, Hunt-Ortiz, 2003: 1188",
TDB/18,LEAD00767,1,Torre Dona Blanca,,Torre Dona Blanca mine,Torre Dona Blanca,36.52859,-6.28822,Cadiz,Spain,,,,,,Litharge,Archaeological litharge,,,,,,,,,,,,,,,,18.17125,,15.6214,,38.16588,,0.85968,,2.10034,,378,9.01,0.84,,"OXALID, Hunt-Ortiz, 2003: 1188",
TDB/19,LEAD00768,1,Torre Dona Blanca,,Torre Dona Blanca mine,Torre Dona Blanca,36.52859,-6.28822,Cadiz,Spain,,,,,,Litharge,Archaeological litharge,,,,,,,,,,,,,,,,18.1672,,15.61621,,38.15246,,0.85958,,2.10007,,372,9.01,0.84,,"OXALID, Hunt-Ortiz, 2003: 1188",
TDB/20,LEAD00769,1,Torre Dona Blanca,,Torre Dona Blanca mine,Torre Dona Blanca,36.52859,-6.28822,Cadiz,Spain,,,,,,Litharge,Archaeological litharge,,,,,,,,,,,,,,,,18.17376,,15.62274,,38.16652,,0.85963,,2.10009,,380,9.02,0.84,,"OXALID, Hunt-Ortiz, 2003: 1188",
TDB/7,LEAD00770,1,Torre Dona Blanca,,Torre Dona Blanca mine,Torre Dona Blanca,36.52859,-6.28822,Cadiz,Spain,,,,,,Litharge,Archaeological litharge,,,,,,,,,,,,,,,,18.18059,,15.63498,,38.20996,,0.85998,,2.10169,,397,9.03,0.84,,"OXALID, Hunt-Ortiz, 2003: 1188",
TDB/10,LEAD00771,1,Torre Dona Blanca,,Torre Dona Blanca mine,Torre Dona Blanca,36.52859,-6.28822,Cadiz,Spain,,,,,,Litharge,Archaeological litharge,,,,,,,,,,,,,,,,18.175,,15.62396,,38.17822,,0.85964,,2.10059,,381,9.02,0.84,,"OXALID, Hunt-Ortiz, 2003: 1188",
HU/1,LEAD00772,1,Calle Puerto 9,,Calle Puerto 9,Huelva,37.25822,-6.95175,Huelva,Spain,,,,,,Lead,Copela,,,,,,,,,,,,,,,,18.17264,,15.61573,,38.19576,,0.8593,,2.10183,,367,9.01,0.84,,"OXALID, Hunt-Ortiz, 2003: 1188",
SR15,LEAD00773,1,Son Real,,Son Real,Mallorca,39.75525,3.18217,Baleares,Spain,Ibiza,S'Argentera,39.01446,1.56022,,Lead,Aplique,,,Iron Age,,,,,X,X,,,,,,X,18.69933,0.00074,15.69655,0.00065,38.96726,0.00177,0.83942,0.00001,2.08389,0.00004,129,9.62,0.82,,Perello Mateo & Llull Estarellas 2019: 89-113,
Pb1,LEAD00774,1,,,Ille Rousse,L'isula,42.63394,8.93772,Corsica,France,East Belgium / West Germany,,,,,Lead,Ingot,,GERM,Roman,,,-30,20,,,,,,,,,18.3831,,15.184,,38.3472,,0.8496,,2.086,,,,,,Raepsaet et al. 2015: 65-90,
Pb2,LEAD00775,1,,,Ille Rousse,L'isula,42.63394,8.93772,Corsica,France,East Belgium / West Germany,,,,,Lead,Ingot,,GERM,Roman,,,-30,20,,,,,,,,,18.3833,,15.689,,38.3479,,0.8498,,2.0861,,,,,,Raepsaet et al. 2015: 65-90,
FOS1,LEAD00776,1,,,Fos sur Mer,Fos sur Mer,43.45855,4.92852,du-Rhone,France,East Belgium / West Germany,,,,,Lead,Ingot,,GERM,Roman,,,-30,20,,,,,,,,,18.3823,,15.622,,38.3581,,0.8499,,2.0867,,,,,,Raepsaet et al. 2015: 65-90,
FOS2,LEAD00777,1,,,Fos sur Mer,Fos sur Mer,43.45855,4.92852,du-Rhone,France,East Belgium / West Germany,,,,,Lead,Ingot,,GERM,Roman,,,-30,20,,,,,,,,X,18.3825,,15.6225,,38.3598,,0.8498,,2.0867,,,,,,Raepsaet et al. 2015: 65-90,
FOS3,LEAD00778,1,,,Fos sur Mer,Fos sur Mer,43.45855,4.92852,du-Rhone,France,East Belgium / West Germany,,,,,Lead,Ingot,,GERM,Roman,,,-30,20,,,,,,,,X,18.3826,,15.6222,,38.3574,,0.8493,,2.0866,,,,,,Raepsaet et al. 2015: 65-90,
Met 117,LEAD00779,1,,,Philippeville,Philippeville,50.19417,4.55174,Walloonia,Belgium,East Belgium / West Germany,,,,,Lead,Pipe,,,Roman,,,-30,20,,,,,,,,X,18.4106,,15.6359,,38.4179,,0.8495,,2.0867,,,,,,Raepsaet et al. 2015: 65-90,
T8.837,LEAD00780,1,,,Fagnolles,Fagnolles,50.10449,4.56463,Walloonia,Belgium,East Belgium / West Germany,,,,,Lead,Pipe,,,Roman,,,-30,20,,,,,,,,X,18.4089,,15.6384,,38.4115,,0.8496,,2.0867,,,,,,Raepsaet et al. 2015: 65-90,
Ant,LEAD00781,1,,,Anthee,Onhaye,50.24116,4.76128,Namur,Belgium,East Belgium / West Germany,,,,,Lead,Pipe,,,Roman,,,-30,20,,,,,,,,X,18.3864,,15.6207,,38.3551,,0.8501,,2.0865,,,,,,Raepsaet et al. 2015: 65-90,
A 02920,LEAD00782,1,,,Malagne-Jemelle,Malagne,50.16342,5.2407,Rocherfort,Belgium,East Belgium / West Germany,,,,,Lead,Pipe,,,Roman,,,-30,20,,,,,,,,X,18.372,,15.618,,38.3435,,0.8493,,2.0861,,,,,,Raepsaet et al. 2015: 65-90,
Ar Th,LEAD00783,1,,,Arlon Thermes,Arlon ,49.68623,5.81857,Walloonia,Belgium,East Belgium / West Germany,,,,,Lead,Pipe,,,Roman,,,-30,20,,,,,,,,X,18.4106,,15.6344,,38.4084,,0.8501,,2.087,,,,,,Raepsaet et al. 2015: 65-90,
A 4120-4121,LEAD00784,1,,,Taviers,Taviers,50.61736,4.93304,Walloonia,Belgium,East Belgium / West Germany,,,,,Lead,Pipe,,,Roman,,,-30,20,,,,,,,,X,18.3691,,15.6154,,38.3228,,0.8495,,2.0862,,,,,,Raepsaet et al. 2015: 65-90,
06 T 73 B6,LEAD00785,1,,,Liberchies Fosse B,Liberchies ,50.51425,4.42095,Hainaut,Belgium,East Belgium / West Germany,,,,,Lead,Pipe,,,Roman,,,-30,20,,,,,,,,X,18.3923,,15.6235,,38.3669,,0.8502,,2.0863,,,,,,Raepsaet et al. 2015: 65-90,
BV 12230.65,LEAD00786,1,,,Liberchies V,Liberchies ,50.51425,4.42095,Hainaut,Belgium,East Belgium / West Germany,,,,,Lead,Pipe,,,Roman,,,-30,20,,,,,,,,X,18.3813,,15.6141,,38.3715,,0.8501,,2.086,,,,,,Raepsaet et al. 2015: 65-90,
BV 12100.652,LEAD00787,1,,,Liberchies,Liberchies ,50.51425,4.42095,Hainaut,Belgium,East Belgium / West Germany,,,,,Lead,Pipe,,,Roman,,,-30,20,,,,,,,,X,18.3677,,15.6342,,38.3197,,0.8493,,2.0876,,,,,,Raepsaet et al. 2015: 65-90,
OS 80076,LEAD00788,1,,,Oudenburg castellum,Oudenburg ,51.18556,3.00684,west flanders,Belgium,East Belgium / West Germany,,,,,Lead,Pipe,,,Roman,,,-30,20,,,,,,,,X,18.4083,,15.6248,,38.4063,,0.8494,,2.0863,,,,,,Raepsaet et al. 2015: 65-90,
TO 07 VE 1,LEAD00789,1,,,Tongeren,Tongeren,50.7838,5.46725,Limburg,Belgium,East Belgium / West Germany,,,,,Lead,Pipe,,,Roman,,,-30,20,,,,,,,,X,18.3962,,15.6258,,38.3766,,0.8497,,2.0864,,,,,,Raepsaet et al. 2015: 65-90,
TO 07 VE 2,LEAD00790,1,,,Tongeren,Tongeren,50.7838,5.46725,Limburg,Belgium,East Belgium / West Germany,,,,,Lead,Pipe,,,Roman,,,-30,20,,,,,,,,X,18.391,,15.6278,,38.3745,,0.8502,,2.0862,,,,,,Raepsaet et al. 2015: 65-90,
AR2003 NEU,LEAD00791,1,,,Arlon vicus,Arlon ,49.68623,5.81857,Walloonia,Belgium,East Belgium / West Germany,,,,,Lead,Pipe,,,Roman,,,-30,20,,,,,,,,X,18.3818,,15.6334,,38.3684,,0.8493,,2.0866,,,,,,Raepsaet et al. 2015: 65-90,
AR2004 LAZ,LEAD00792,1,,,Arlon vicus,Arlon ,49.68623,5.81857,Walloonia,Belgium,East Belgium / West Germany,,,,,Lead,Pipe,,,Roman,,,-30,20,,,,,,,,X,18.4075,,15.6351,,38.4122,,0.8493,,2.0873,,,,,,Raepsaet et al. 2015: 65-90,
AR2005 JUST,LEAD00793,1,,,Arlon vicus,Arlon ,49.68623,5.81857,Walloonia,Belgium,East Belgium / West Germany,,,,,Lead,Pipe,,,Roman,,,-30,20,,,,,,,,X,18.4099,,15.6196,,38.4087,,0.8498,,2.0868,,,,,,Raepsaet et al. 2015: 65-90,
LG 0 JUP,LEAD00794,1,,,Jupille sanctuaire,Jupille ,50.63472,5.59306,Walloonia,Belgium,East Belgium / West Germany,,,,,Lead,Pipe,,,Roman,,,-30,20,,,,,,,,X,18.3813,,15.6205,,38.3515,,0.8499,,2.0863,,,,,,Raepsaet et al. 2015: 65-90,
Kaboutersberg 600-30,LEAD00795,1,,,Hoogeloon,Hoogeloon,51.39872,5.29427,North Brabanat,Netherlands,East Belgium / West Germany,,,,,Lead,Pipe,,,Roman,,,-30,20,,,,,,,,X,18.3784,,15.6172,,38.3474,,0.85,,2.0865,,,,,,Raepsaet et al. 2015: 65-90,
Kerkakkers 08-363,LEAD00796,1,,,Hoogeloon,Hoogeloon,51.39872,5.29427,North Brabanat,Netherlands,East Belgium / West Germany,,,,,Lead,Pipe,,,Roman,,,-30,20,,,,,,,,X,18.3723,,15.6296,,38.3399,,0.8497,,2.0866,,,,,,Raepsaet et al. 2015: 65-90,
CA-1991,LEAD00797,1,,,Nijmegen,Nijmegen,51.84321,5.86449,Gelderland,Netherlands,East Belgium / West Germany,,,,,Lead,Pipe,,,Roman,,,-30,20,,,,,,,,X,18.3939,,15.6296,,3.3825,,0.8498,,2.0868,,,,,,Raepsaet et al. 2015: 65-90,
CA-1987,LEAD00798,1,,,Nijmegen,Nijmegen,51.84321,5.86449,Gelderland,Netherlands,East Belgium / West Germany,,,,,Lead,Pipe,,,Roman,,,-30,20,,,,,,,,X,18.3894,,15.6265,,38.37,,0.8497,,2.0868,,,,,,Raepsaet et al. 2015: 65-90,
Crepand,LEAD00799,1,,,Crepand,Crepand,47.61123,4.31858,Borgogne-Franche-Comté,France,East Belgium / West Germany,,,,,Lead,Pipe,,,Roman,,,-30,20,,,,,,,,X,18.393,,15.6292,,38.3807,,0.8499,,2.0867,,,,,,Raepsaet et al. 2015: 65-90,
Dalheim,LEAD00800,1,,,Dalheim,Dalheim,49.54,6.25603,Grevenmacher,Luxembourg,East Belgium / West Germany,,,,,Lead,Pipe,,,Roman,,,-30,20,,,,,,,,X,18.3854,,15.6265,,38.3698,,0.8489,,2.0867,,,,,,Raepsaet et al. 2015: 65-90,
Herborn,LEAD00801,1,,,Herborn,Herborn,50.69601,8.33151,Hesse,Germany,East Belgium / West Germany,,,,,Lead,Pipe,,,Roman,,,-30,20,,,,,,,,X,18.4193,,15.6363,,38.474,,0.8498,,2.087,,,,,,Raepsaet et al. 2015: 65-90,
Mamer,LEAD00802,1,,,Mamer,Mamer,49.62911,6.02095,Canto de Capellen,Luxembourg,East Belgium / West Germany,,,,,Lead,Pipe,,,Roman,,,-30,20,,,,,,,,X,18.3936,,15.6308,,38.3809,,0.8497,,2.08667,,,,,,Raepsaet et al. 2015: 65-90,
AND 1,LEAD00803,1,,,Andilly-en-Baddigny,Andilly-en-Baddigny,47.93051,5.51911,Alt Marne,France,East Belgium / West Germany,,,,,Lead,Pipe,,,Roman,,,-30,20,,,,,,,,X,18.3914,,15.6274,,38.3758,,0.8497,,2.0867,,,,,,Raepsaet et al. 2015: 65-90,
AND 2,LEAD00804,1,,,Andilly-en-Baddigny,Andilly-en-Baddigny,47.93051,5.51911,Alt Marne,France,East Belgium / West Germany,,,,,Lead,Pipe,,,Roman,,,-30,20,,,,,,,,X,18.4296,,15.6365,,38.427,,0.8484,,2.085,,,,,,Raepsaet et al. 2015: 65-90,
AND 3,LEAD00805,1,,,Andilly-en-Baddigny,Andilly-en-Baddigny,47.93051,5.51911,Alt Marne,France,East Belgium / West Germany,,,,,Lead,Pipe,,,Roman,,,-30,20,,,,,,,,X,18.383,,15.624,,38.3685,,0.8499,,2.0872,,,,,,Raepsaet et al. 2015: 65-90,
AND 4,LEAD00806,1,,,Andilly-en-Baddigny,Andilly-en-Baddigny,47.93051,5.51911,Alt Marne,France,East Belgium / West Germany,,,,,Lead,Pipe,,,Roman,,,-30,20,,,,,,,,X,18.424,,15.6323,,38.4154,,0.8485,,2.085,,,,,,Raepsaet et al. 2015: 65-90,
AND 5,LEAD00807,1,,,Andilly-en-Baddigny,Andilly-en-Baddigny,47.93051,5.51911,Alt Marne,France,East Belgium / West Germany,,,,,Lead,Pipe,,,Roman,,,-30,20,,,,,,,,X,18.4071,,15.635,,38.4054,,0.8494,,2.0864,,,,,,Raepsaet et al. 2015: 65-90,
PA12435,LEAD00808,1,Castellet de Banyoles ,,Castellet de Banyoles ,Tivissa,41.06273,0.66572,Tarragona,Spain,Molar-Bellmunt,,41.165556,0.707222,,Lead,Undefined object,,,Bronze Age,,,,,X,,,,X,,,,18.312,,15.67,,38.46,,0.8556,,2.1004,,366,9.19,0.84,"Geology Department, Royal Holloway, University of London.",Rafel et al. 2009: 243-328,
PA12449,LEAD00809,1,Castellet de Banyoles ,,Castellet de Banyoles ,Tivissa,41.06273,0.66572,Tarragona,Spain,Molar-Bellmunt,,41.165556,0.707222,,Lead,Undefined object,,,Bronze Age,,,,,X,,,,X,,,,18.328,,15.69,,38.55,,0.8563,,2.1031,,389,9.22,0.84,"Geology Department, Royal Holloway, University of London.",Rafel et al. 2009: 243-328,
CVM05-177,LEAD00810,1,El Calvari  ,,El Calvari  ,El Molar,41.15842,0.70516,Tarragona,Spain,Molar-Bellmunt,,41.165556,0.707222,,Lead,Slag / Melting waste,,,Bronze Age,,,,,X,,,,X,,,,18.308,,15.67,,38.46,,0.856,,2.101,,366,9.19,0.84,"Geology Department, Royal Holloway, University of London.",Rafel et al. 2009: 243-328,
UE-149,LEAD00811,1,El Calvari  ,,El Calvari  ,El Molar,41.15842,0.70516,Tarragona,Spain,Molar-Bellmunt,,41.165556,0.707222,,Lead,Slag / Melting waste,,,Bronze Age,,,,,X,,,,X,,,,18.337,,15.67,,38.48,,0.8545,,2.0987,,344,9.22,0.84,"Geology Department, Royal Holloway, University of London.",Rafel et al. 2009: 243-328,
UE-154,LEAD00812,1,El Calvari  ,,El Calvari  ,El Molar,41.15842,0.70516,Tarragona,Spain,Molar-Bellmunt,,41.165556,0.707222,,Lead,Undefined object,,,Bronze Age,,,,,X,,,,X,,,,18.31,,15.66,,38.42,,0.8551,,2.0985,,348,9.18,0.84,"Geology Department, Royal Holloway, University of London.",Rafel et al. 2009: 243-328,
CVM-177-13,LEAD00813,1,El Calvari  ,,El Calvari  ,El Molar,41.15842,0.70516,Tarragona,Spain,Molar-Bellmunt,,41.165556,0.707222,,Lead,Undefined object,,,Bronze Age,,,,,X,,,,X,,,,18.335,,15.7,,38.56,,0.8561,,2.103,,399,9.23,0.84,"Geology Department, Royal Holloway, University of London.",Rafel et al. 2009: 243-328,
CVM-170-16,LEAD00814,1,El Calvari  ,,El Calvari  ,El Molar,41.15842,0.70516,Tarragona,Spain,Molar-Bellmunt,,41.165556,0.707222,,Lead,Droplet ,,,Bronze Age,,,,,X,,,,X,,,,18.321,,15.69,,38.52,,0.8563,,2.1025,,396,9.21,0.84,"Geology Department, Royal Holloway, University of London.",Rafel et al. 2009: 243-328,
CVM-170-17,LEAD00815,1,El Calvari  ,,El Calvari  ,El Molar,41.15842,0.70516,Tarragona,Spain,Molar-Bellmunt,,41.165556,0.707222,,Lead,Undefined object,,,Bronze Age,,,,,X,,,,X,,,,18.306,,15.66,,38.45,,0.8557,,2.1,,348,9.18,0.84,"Geology Department, Royal Holloway, University of London.",Rafel et al. 2009: 243-328,
N-3-6201,LEAD00816,1,Empúries,,Empúries,L'Escala,42.13607,3.12092,Girona,Spain,Mixed leads,,,,,Lead,Disk ,,,Bronze Age,,,,,X,,,,X,,,,18.787,,15.68,,38.88,,0.8347,,2.0695,,29,9.72,0.81,"Geology Department, Royal Holloway, University of London.",Rafel et al. 2009: 243-328,
84-2-66,LEAD00817,1,Empúries,,Empúries,L'Escala,42.13607,3.12092,Girona,Spain,Southern France,,,,,Lead,Droplet ,,,Bronze Age,,,,,X,,,,X,,,,18.361,,15.68,,38.56,,0.8537,,2.1001,,348,9.25,0.84,"Geology Department, Royal Holloway, University of London.",Rafel et al. 2009: 243-328,
MN5016,LEAD00818,1,Empúries,,Empúries,L'Escala,42.13607,3.12092,Girona,Spain,Molar-Bellmunt,,41.165556,0.707222,,Lead,Tablet / Sheet,,,Bronze Age,,,,,X,,,,X,,,,18.303,,15.66,,38.44,,0.8557,,2.1,,355,9.17,0.84,"Geology Department, Royal Holloway, University of London.",Rafel et al. 2009: 243-328,
1983-7-717,LEAD00819,1,Empúries,,Empúries,L'Escala,42.13607,3.12092,Girona,Spain,Mixed leads,,,,,Lead,Tablet / Sheet,,,Bronze Age,,,,,X,,,,X,,,,18.727,,15.69,,39.02,,0.8376,,2.0838,,94,9.65,0.82,"Geology Department, Royal Holloway, University of London.",Rafel et al. 2009: 243-328,
PA12523,LEAD00820,1,Empúries,,Empúries,L'Escala,42.13607,3.12092,Girona,Spain,Southern France,,,,,Bronze,Ingot,,,Bronze Age,,,,,X,,,,X,,,,18.489,,15.65,,38.63,,0.8463,,2.0893,,195,9.38,0.82,"Geology Department, Royal Holloway, University of London.",Rafel et al. 2009: 243-328,
1980-28-163,LEAD00821,1,Empúries,,Empúries,L'Escala,42.13607,3.12092,Girona,Spain,Uncertain,,,,,Lead,Ingot,,,Bronze Age,,,,,X,,,,X,,,,18.651,,15.68,,38.91,,0.8406,,2.0862,,134,9.56,0.82,"Geology Department, Royal Holloway, University of London.",Rafel et al. 2009: 243-328,
PA12375,LEAD00822,1,Empúries,,Empúries,L'Escala,42.13607,3.12092,Girona,Spain,Mixed leads,,,,,Lead,Slag / Melting waste,,,Bronze Age,,,,,X,,,,X,,,,18.724,,15.68,,39,,0.8374,,2.0831,,81,9.64,0.82,"Geology Department, Royal Holloway, University of London.",Rafel et al. 2009: 243-328,
PA12374,LEAD00823,1,Empúries,,Empúries,L'Escala,42.13607,3.12092,Girona,Spain,Mixed leads,,,,,Lead,Slag / Melting waste,,,Bronze Age,,,,,X,,,,X,,,,18.803,,15.78,,39.34,,0.8391,,2.092,,215,9.77,0.83,"Geology Department, Royal Holloway, University of London.",Rafel et al. 2009: 243-328,
2618,LEAD00824,1,Empúries,,Empúries,L'Escala,42.13607,3.12092,Girona,Spain,Mixed leads,,,,,Lead,Tablet / Sheet,,,Bronze Age,,,,,X,,,,X,,,,18.727,,15.69,,39.01,,0.8376,,2.0833,,94,9.65,0.82,"Geology Department, Royal Holloway, University of London.",Rafel et al. 2009: 243-328,
SJ-1022-C1,LEAD00825,1,Sant Jaume  ,,Sant Jaume,Alcanar,40.571779,0.515924,Tarragona,Spain,Cartagena-Mazarron,,37.65241,-0.99888,Galena,Lead,Droplet ,,,Bronze Age,,,,,X,,,,X,,,,18.697,,15.7,,38.98,,0.8392,,2.0851,,136,9.63,0.82,Ibercron,Rafel et al. 2009: 243-328,
SJ-1006-278,LEAD00826,1,Sant Jaume  ,,Sant Jaume,Alcanar,40.571779,0.515924,Tarragona,Spain,Uncertain,,,,,Lead,Droplet ,,,Bronze Age,,,,,X,,,,X,,,,18.7,,15.68,,38.9,,0.8384,,2.0805,,96,9.62,0.82,Ibercron,Rafel et al. 2009: 243-328,
SJ-1004-705,LEAD00827,1,Sant Jaume  ,,Sant Jaume,Alcanar,40.571779,0.515924,Tarragona,Spain,Uncertain,,,,,Lead,Undefined object,,,Bronze Age,,,,,X,,,,X,,,,18.679,,15.68,,38.93,,0.8396,,2.084,,111,9.6,0.82,Ibercron,Rafel et al. 2009: 243-328,
SJ-1022-209,LEAD00828,1,Sant Jaume  ,,Sant Jaume,Alcanar,40.571779,0.515924,Tarragona,Spain,Uncertain,,,,,Lead,Tablet / Sheet,,,Bronze Age,,,,,X,,,,X,,,,18.688,,15.69,,38.95,,0.8395,,2.084,,124,9.61,0.82,Ibercron,Rafel et al. 2009: 243-328,
PA-13777(XXll-17),LEAD00829,1,sa Caleta,,Sa Caleta,Sant Josep de sa Talaia,38.867062,1.334769,Ibiza,Spain,Ibiza,S'Argentera,39.01446,1.56022,,Lead,Copela,,,Bronze Age,,,,,X,,,,X,,,,18.7182,,15.69,,38.95,,0.8382,,2.0808,,103,9.64,0.82,"Servicio GeocronologÃ­a-SGIker, Univ. Del PaÃ­s Vasco (Spain)",Ramon et al. 2011: 55-81,
PAI3778(XXII-17),LEAD00830,1,sa Caleta,,Sa Caleta,Sant Josep de sa Talaia,38.867062,1.334769,Ibiza,Spain,Ibiza,S'Argentera,39.01446,1.56022,,Lead,Copela,,,Bronze Age,,,,,X,,,,X,,,,18.713,,15.6756,,38.897,,0.8377,,2.0785,,78,9.63,0.81,"Servicio GeocronologÃ­a-SGIker, Univ. Del PaÃ­s Vasco (Spain)",Ramon et al. 2011: 55-81,
HEXXII-SC/89,LEAD00831,1,sa Caleta,,Sa Caleta,Sant Josep de sa Talaia,38.867062,1.334769,Ibiza,Spain,Cartagena-Mazarron,,37.65241,-0.99888,,Lead,Undefined object,,,Bronze Age,,,,,X,,,,X,,,,18.736,,15.7023,,38.9887,,0.8381,,2.0809,,113,9.67,0.82,"Isotrace, Univ. Oxford (United Kingdom)",Ramon et al. 2011: 55-81,
II-13SC/87,LEAD00832,1,sa Caleta,,Sa Caleta,Sant Josep de sa Talaia,38.867062,1.334769,Ibiza,Spain,Cartagena-Mazarron,,37.65241,-0.99888,,Lead,Undefined object,,,Bronze Age,,,,,X,,,,X,,,,18.746,,15.7119,,39.0241,,0.8381,,2.0817,,125,9.68,0.82,"Isotrace, Univ. Oxford (United Kingdom)",Ramon et al. 2011: 55-81,
F-41536,LEAD00833,1,La Fonteta,54S/W waste deposit,La Fonteta,Guardamar del Segura,38.1015,-0.65024,Alicante,Spain,Sierra de Gador,Sierra de Gador / Alhamilla,36.8352,-2.46261,,Galena,Archaeological galena,,,Bronze Age,,,,,X,,X,,,X,,,18.3193,,15.6575,,38.5094,,0.8547,,2.1021,,336,9.19,0.84,Ibercron,Renzi et al. 2009: 2584-2596,
F-41722,LEAD00834,1,La Fonteta,54S/W waste deposit,La Fonteta,Guardamar del Segura,38.1015,-0.65024,Alicante,Spain,Sierra de Gador,Sierra de Gador / Alhamilla,36.8352,-2.46261,,Galena,Archaeological galena,,,Bronze Age,,,,,X,,X,,,X,,,18.3163,,15.6551,,38.4983,,0.8547,,2.1019,,334,9.19,0.84,Ibercron,Renzi et al. 2009: 2584-2596,
F-50306,LEAD00835,1,La Fonteta,1W waste deposit,La Fonteta,Guardamar del Segura,38.1015,-0.65024,Alicante,Spain,Sierra de Gador,Sierra de Gador / Alhamilla,36.8352,-2.46261,,Galena,Archaeological galena,,,Bronze Age,,,,,X,,X,,,X,,,18.3152,,15.6572,,38.5066,,0.8549,,2.1024,,339,9.19,0.84,Ibercron,Renzi et al. 2009: 2584-2596,
F-11000,LEAD00836,1,La Fonteta,8B/C habitat,La Fonteta,Guardamar del Segura,38.1015,-0.65024,Alicante,Spain,Sierra de Gador,Sierra de Gador / Alhamilla,36.8352,-2.46261,,Galena,Archaeological galena,,,Bronze Age,,,,,X,,X,,,X,,,18.3354,,15.6677,,38.5222,,0.8545,,2.101,,343,9.21,0.84,Ibercron,Renzi et al. 2009: 2584-2596,
F-11113,LEAD00837,1,La Fonteta,8B/C habitat,La Fonteta,Guardamar del Segura,38.1015,-0.65024,Alicante,Spain,Sierra de Gador,Sierra de Gador / Alhamilla,36.8352,-2.46261,,Galena,Archaeological galena,,,Bronze Age,,,,,X,,X,,,X,,,18.6547,,15.6776,,38.8659,,0.8404,,2.0834,,126,9.57,0.82,Ibercron,Renzi et al. 2009: 2584-2596,
F-25081,LEAD00838,1,La Fonteta,8B/C habitat,La Fonteta,Guardamar del Segura,38.1015,-0.65024,Alicante,Spain,Sierra de Gador,Sierra de Gador / Alhamilla,36.8352,-2.46261,,Litharge,Archaeological litharge,,,Bronze Age,,,,,X,,X,,,X,,,18.7107,,15.6779,,39.0359,,0.8379,,2.0863,,84,9.63,0.82,Ibercron,Renzi et al. 2009: 2584-2596,
F-1401,LEAD00839,1,La Fonteta,8B/C habitat,La Fonteta,Guardamar del Segura,38.1015,-0.65024,Alicante,Spain,Sierra de Gador,Sierra de Gador / Alhamilla,36.8352,-2.46261,,Litharge,Archaeological litharge,,,Bronze Age,,,,,X,,X,,,X,,,18.7342,,15.703,,39.0989,,0.8382,,2.087,,116,9.66,0.82,Ibercron,Renzi et al. 2009: 2584-2596,
F-62053,LEAD00840,1,La Fonteta,7E habitat,La Fonteta,Guardamar del Segura,38.1015,-0.65024,Alicante,Spain,Sierra de Gador,Sierra de Gador / Alhamilla,36.8352,-2.46261,,Litharge,Archaeological litharge,,,Bronze Age,,,,,X,,X,,,X,,,18.7282,,15.6773,,39.0392,,0.8371,,2.0845,,70,9.65,0.82,Ibercron,Renzi et al. 2009: 2584-2596,
F-25089,LEAD00841,1,La Fonteta,65 ext. Walls,La Fonteta,Guardamar del Segura,38.1015,-0.65024,Alicante,Spain,Sierra de Gador,Sierra de Gador / Alhamilla,36.8352,-2.46261,,Litharge,Archaeological litharge,,,Bronze Age,,,,,X,,X,,,X,,,18.7347,,15.7022,,39.076,,0.8381,,2.0858,,114,9.66,0.82,Ibercron,Renzi et al. 2009: 2584-2596,
F-41540,LEAD00842,1,La Fonteta,5B habitat,La Fonteta,Guardamar del Segura,38.1015,-0.65024,Alicante,Spain,Sierra de Gador,Sierra de Gador / Alhamilla,36.8352,-2.46261,,Litharge,Archaeological litharge,,,Bronze Age,,,,,X,,X,,,X,,,18.7229,,15.6806,,39.0094,,0.8375,,2.0835,,80,9.64,0.82,Ibercron,Renzi et al. 2009: 2584-2596,
